class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21
Dur 7,0.5565025806427002,0.9075124263763428,-5.131216767040314e-07,0.0,0.6067491173744202,0.8680731058120728,0.016088616102933884,0.0,0.6523038148880005,0.8167402744293213,0.015289125964045525,0.0,0.6761457324028015,0.7499672174453735,0.009304281324148178,0.0,0.6752808094024658,0.6957510709762573,0.004750845953822136,0.0,0.696478009223938,0.8059089183807373,0.002315564313903451,0.0,0.7059184908866882,0.657117486000061,-0.015086529776453972,0.0,0.6738365292549133,0.6741142272949219,-0.022688284516334534,0.0,0.666677713394165,0.7143282890319824,-0.02570762112736702,0.0,0.6799771785736084,0.80254065990448,-0.013765175826847553,0.0,0.6876773238182068,0.6440070867538452,-0.027621852234005928,0.0,0.659223735332489,0.6706046462059021,-0.023609189316630363,0.0,0.655154824256897,0.7112882733345032,-0.019736377522349358,0.0,0.6572510600090027,0.7949281334877014,-0.029691820964217186,0.0,0.6666114330291748,0.6377873420715332,-0.04031885787844658,0.0,0.6370508670806885,0.6697462201118469,-0.0251905657351017,0.0,0.6329101324081421,0.715947687625885,-0.014378856867551804,0.0,0.6293553709983826,0.7841854691505432,-0.04494412988424301,0.0,0.6382307410240173,0.656008243560791,-0.052844565361738205,0.0,0.6157198548316956,0.6786807775497437,-0.0423734150826931,0.0,0.6067225337028503,0.7228911519050598,-0.032811008393764496,0.0
Dur 7,0.5562406778335571,0.9068646430969238,-5.158179305908561e-07,0.0,0.6062126755714417,0.8671524524688721,0.016310811042785645,0.0,0.6516622304916382,0.8160027861595154,0.015690306201577187,0.0,0.6757363080978394,0.7498653531074524,0.009868603199720383,0.0,0.675432026386261,0.6956638097763062,0.005541174206882715,0.0,0.6961256861686707,0.8059200644493103,0.0025120810605585575,0.0,0.7061246633529663,0.6574020385742188,-0.014875819906592369,0.0,0.673925518989563,0.6743831634521484,-0.02246163599193096,0.0,0.6666874885559082,0.7144678235054016,-0.025485483929514885,0.0,0.6797937154769897,0.8026860952377319,-0.013623294420540333,0.0,0.6880795955657959,0.6440016627311707,-0.027559923008084297,0.0,0.6594427824020386,0.6704472303390503,-0.023476028814911842,0.0,0.6551958322525024,0.7109972238540649,-0.01949269138276577,0.0,0.6571837663650513,0.7950141429901123,-0.02959604561328888,0.0,0.6669881343841553,0.637744665145874,-0.040244605392217636,0.0,0.6372566819190979,0.6693313121795654,-0.024891383945941925,0.0,0.6329271197319031,0.715328574180603,-0.013878712430596352,0.0,0.6293889284133911,0.784193217754364,-0.04488227143883705,0.0,0.6385176181793213,0.6560181379318237,-0.052761148661375046,0.0,0.6158026456832886,0.6782506108283997,-0.04214073345065117,0.0,0.6065583229064941,0.7222118973731995,-0.03245140612125397,0.0
Dur 7,0.5559917688369751,0.90824955701828,-5.174740635993658e-07,0.0,0.6058855056762695,0.868209958076477,0.016635753214359283,0.0,0.6513195633888245,0.8165037631988525,0.016191231086850166,0.0,0.6754565238952637,0.7507405877113342,0.010395870544016361,0.0,0.6749058961868286,0.6963921785354614,0.006036682520061731,0.0,0.695516049861908,0.806102454662323,0.0030124245677143335,0.0,0.7056655883789062,0.6574892997741699,-0.014418121427297592,0.0,0.67354416847229,0.674162745475769,-0.022003404796123505,0.0,0.6662601232528687,0.7142837643623352,-0.024982372298836708,0.0,0.6794058680534363,0.8029967546463013,-0.01338950451463461,0.0,0.6876288056373596,0.6443384289741516,-0.02726348303258419,0.0,0.6590566635131836,0.6704954504966736,-0.023153463378548622,0.0,0.6548799872398376,0.7111554145812988,-0.019167978316545486,0.0,0.6569505929946899,0.7954428195953369,-0.02966337651014328,0.0,0.6667057871818542,0.6381369829177856,-0.04037448391318321,0.0,0.6369299292564392,0.6694561243057251,-0.025127531960606575,0.0,0.6326107382774353,0.715531051158905,-0.014181793667376041,0.0,0.6292566061019897,0.7846386432647705,-0.045241110026836395,0.0,0.6383171677589417,0.6562267541885376,-0.05315040051937103,0.0,0.6155346035957336,0.678035318851471,-0.04258885979652405,0.0,0.6061356663703918,0.7220884561538696,-0.03295515105128288,0.0
Dur 7,0.5554841756820679,0.9070899486541748,-5.151601385477989e-07,0.0,0.6050094366073608,0.8658967614173889,0.016178660094738007,0.0,0.6504762172698975,0.8150045871734619,0.01549841184169054,0.0,0.6748286485671997,0.7498780488967896,0.00968742836266756,0.0,0.674649715423584,0.6961953639984131,0.005382857285439968,0.0,0.6954461336135864,0.8066626191139221,0.002281006658449769,0.0,0.7052031755447388,0.6578954458236694,-0.01525547169148922,0.0,0.6732704639434814,0.6753968000411987,-0.023172875866293907,0.0,0.6661816239356995,0.7157018780708313,-0.026425259187817574,0.0,0.6790268421173096,0.8034153580665588,-0.013683023862540722,0.0,0.6873647570610046,0.6445582509040833,-0.027605373412370682,0.0,0.6589164137840271,0.6711328029632568,-0.023736068978905678,0.0,0.6546999216079712,0.711841881275177,-0.019970672205090523,0.0,0.6564568281173706,0.7955470681190491,-0.029466429725289345,0.0,0.6664773225784302,0.6383703351020813,-0.040011364966630936,0.0,0.6368412971496582,0.6698383092880249,-0.024744214490056038,0.0,0.6324930191040039,0.7159877419471741,-0.013850443065166473,0.0,0.6287713050842285,0.7844478487968445,-0.04458047077059746,0.0,0.6381248831748962,0.6566752195358276,-0.05238614231348038,0.0,0.6154065728187561,0.6789156794548035,-0.04176453873515129,0.0,0.6061669588088989,0.72295081615448,-0.032104067504405975,0.0
Dur 7,0.555513322353363,0.907292366027832,-5.105716240905167e-07,0.0,0.6053581237792969,0.8670892119407654,0.016333486884832382,0.0,0.6508975028991699,0.8160750865936279,0.01579962484538555,0.0,0.6752104163169861,0.7500704526901245,0.010098932310938835,0.0,0.6750981211662292,0.6957805752754211,0.0058896467089653015,0.0,0.6961778402328491,0.8072296380996704,0.002484177006408572,0.0,0.7059023380279541,0.6587451696395874,-0.014797879382967949,0.0,0.6739869117736816,0.676140308380127,-0.022429589182138443,0.0,0.6671472787857056,0.7161135077476501,-0.025546418502926826,0.0,0.6796202063560486,0.803307056427002,-0.013621452264487743,0.0,0.6878027319908142,0.6447776556015015,-0.02738248184323311,0.0,0.6594483256340027,0.6712946891784668,-0.023334238678216934,0.0,0.655356764793396,0.7117142677307129,-0.019465342164039612,0.0,0.6567939519882202,0.7950447797775269,-0.029531963169574738,0.0,0.6665047407150269,0.6379586458206177,-0.04001166671514511,0.0,0.6370481252670288,0.6696290969848633,-0.024709168821573257,0.0,0.6328827142715454,0.7156651020050049,-0.013806077651679516,0.0,0.6286811828613281,0.7835714817047119,-0.044758908450603485,0.0,0.6379295587539673,0.6556822061538696,-0.05260016396641731,0.0,0.6154129505157471,0.6783453226089478,-0.04198973625898361,0.0,0.6063838601112366,0.7225569486618042,-0.03230889514088631,0.0
Dur 7,0.555450439453125,0.9070626497268677,-5.107989409225411e-07,0.0,0.6057799458503723,0.8676331639289856,0.016207508742809296,0.0,0.6513251662254333,0.8163813948631287,0.015535919927060604,0.0,0.675189733505249,0.7500172853469849,0.009642784483730793,0.0,0.674692690372467,0.6955784559249878,0.005182911176234484,0.0,0.6960046887397766,0.8065154552459717,0.0024833139032125473,0.0,0.7058166861534119,0.6580108404159546,-0.014831501990556717,0.0,0.6737467050552368,0.6750909686088562,-0.022430656477808952,0.0,0.6666098237037659,0.7151075601577759,-0.025501903146505356,0.0,0.6795408129692078,0.8028001189231873,-0.013653923757374287,0.0,0.6876894235610962,0.6443731784820557,-0.027531590312719345,0.0,0.6591386198997498,0.6708326935768127,-0.023579956963658333,0.0,0.6548575758934021,0.7114160060882568,-0.019742991775274277,0.0,0.6568095088005066,0.7948814630508423,-0.02961713820695877,0.0,0.6665067672729492,0.6377872228622437,-0.040251947939395905,0.0,0.6368844509124756,0.669539749622345,-0.025054290890693665,0.0,0.6325710415840149,0.7156754732131958,-0.014185109175741673,0.0,0.6288836002349854,0.7838085889816284,-0.04489840194582939,0.0,0.638055682182312,0.6557064056396484,-0.05279850959777832,0.0,0.6154486536979675,0.6783146262168884,-0.042190756648778915,0.0,0.6062925457954407,0.7225576639175415,-0.032516587525606155,0.0
Dur 7,0.5554505586624146,0.9072651267051697,-5.120540436109877e-07,0.0,0.6053821444511414,0.8665346503257751,0.015935340896248817,0.0,0.6510171294212341,0.815069854259491,0.01506785862147808,0.0,0.675226092338562,0.7493452429771423,0.00902918353676796,0.0,0.6751968264579773,0.6954918503761292,0.00449383957311511,0.0,0.6959818005561829,0.8069182634353638,0.002166596008464694,0.0,0.7056528329849243,0.6576175689697266,-0.015368983149528503,0.0,0.6734874248504639,0.6744327545166016,-0.02296004630625248,0.0,0.6663978099822998,0.7145938873291016,-0.02592184580862522,0.0,0.6794953942298889,0.8035286068916321,-0.013844124972820282,0.0,0.6873740553855896,0.6443707346916199,-0.027868416160345078,0.0,0.6589044332504272,0.670520544052124,-0.023804260417819023,0.0,0.6548688411712646,0.711236834526062,-0.019853906705975533,0.0,0.6567839980125427,0.7956140041351318,-0.02973339892923832,0.0,0.6663716435432434,0.638148307800293,-0.04048013687133789,0.0,0.6367886066436768,0.6694964170455933,-0.025220463052392006,0.0,0.6325979232788086,0.7155948281288147,-0.014292231760919094,0.0,0.6289451122283936,0.7843316793441772,-0.044971369206905365,0.0,0.6380724906921387,0.6561229228973389,-0.05290950834751129,0.0,0.6154220700263977,0.6784006357192993,-0.042342375963926315,0.0,0.6062295436859131,0.7225193381309509,-0.03268047794699669,0.0
Dur 7,0.5553872585296631,0.9071033000946045,-5.120030550642696e-07,0.0,0.6055774092674255,0.8674478530883789,0.016275852918624878,0.0,0.6512771844863892,0.8163297176361084,0.0156607273966074,0.0,0.6753796339035034,0.7501692771911621,0.009817383252084255,0.0,0.6752223372459412,0.6959306597709656,0.005457400344312191,0.0,0.6960611939430237,0.806837797164917,0.002515241503715515,0.0,0.7061176896095276,0.6579402685165405,-0.014946015551686287,0.0,0.6740348935127258,0.6749193072319031,-0.022499889135360718,0.0,0.6668627858161926,0.7150886654853821,-0.02546919323503971,0.0,0.679591178894043,0.8031953573226929,-0.013665558770298958,0.0,0.6880086660385132,0.6444970965385437,-0.027636637911200523,0.0,0.6594868898391724,0.670913577079773,-0.023555347695946693,0.0,0.6552588939666748,0.7115278840065002,-0.019572019577026367,0.0,0.6568491458892822,0.795233428478241,-0.02969592623412609,0.0,0.666853129863739,0.637856662273407,-0.040443167090415955,0.0,0.6371637582778931,0.6697204113006592,-0.025086456909775734,0.0,0.6328610777854919,0.7159274816513062,-0.014059437438845634,0.0,0.6288121938705444,0.784041702747345,-0.0450441800057888,0.0,0.6382307410240173,0.6559572219848633,-0.053018778562545776,0.0,0.61555415391922,0.6785830855369568,-0.04236016795039177,0.0,0.6063535809516907,0.722815990447998,-0.032608095556497574,0.0
Dur 7,0.5562658905982971,0.9041743278503418,-5.065847403784574e-07,0.0,0.6058664917945862,0.8669350147247314,0.016319215297698975,0.0,0.6509196758270264,0.8148242831230164,0.015323847532272339,0.0,0.6734994053840637,0.7464682459831238,0.009280070662498474,0.0,0.6722617745399475,0.6915370225906372,0.00454151863232255,0.0,0.6967016458511353,0.800222635269165,0.0010260416893288493,0.0,0.7060151100158691,0.6509749889373779,-0.01612607017159462,0.0,0.6733283996582031,0.6686134338378906,-0.023463966324925423,0.0,0.6663545966148376,0.7095975875854492,-0.026420852169394493,0.0,0.6788963079452515,0.797348141670227,-0.015192259103059769,0.0,0.6866929531097412,0.6383368372917175,-0.028261756524443626,0.0,0.6581193208694458,0.6642049551010132,-0.023823902010917664,0.0,0.653876781463623,0.7051540613174438,-0.019994355738162994,0.0,0.6545382738113403,0.7908306121826172,-0.031078170984983444,0.0,0.6646838784217834,0.6330609321594238,-0.04139144718647003,0.0,0.6350467801094055,0.6648451089859009,-0.02611340582370758,0.0,0.6309659481048584,0.7115240097045898,-0.015420034527778625,0.0,0.6249703168869019,0.7815601229667664,-0.04614347964525223,0.0,0.6333386301994324,0.6520698070526123,-0.05418719723820686,0.0,0.6114774942398071,0.6753665208816528,-0.04366009682416916,0.0,0.6034975647926331,0.720384418964386,-0.03405666723847389,0.0
Dur 7,0.5609136819839478,0.9059137105941772,-4.324051872117707e-07,0.0,0.6143420934677124,0.8627609014511108,0.016353463754057884,0.0,0.6568641066551208,0.8004889488220215,0.014032450504601002,0.0,0.671692430973053,0.72199547290802,0.006199450232088566,0.0,0.6633238792419434,0.6651754379272461,-0.0010398306185379624,0.0,0.6987186074256897,0.7731109261512756,0.0028847071807831526,0.0,0.696291446685791,0.6197957992553711,-0.014217649586498737,0.0,0.6667110919952393,0.641677737236023,-0.022765543311834335,0.0,0.6617354154586792,0.6862507462501526,-0.026520373299717903,0.0,0.6784269213676453,0.7695115804672241,-0.014188472181558609,0.0,0.6735062599182129,0.6081823110580444,-0.026205623522400856,0.0,0.6482291221618652,0.6393999457359314,-0.02234521694481373,0.0,0.6456162333488464,0.6834288835525513,-0.019492385908961296,0.0,0.6509515643119812,0.7636944651603699,-0.03111320547759533,0.0,0.6503057479858398,0.6065939664840698,-0.04041718691587448,0.0,0.6241384148597717,0.643967866897583,-0.026333551853895187,0.0,0.6220003366470337,0.6914019584655762,-0.01703106053173542,0.0,0.6175796389579773,0.7578738927841187,-0.047348398715257645,0.0,0.6197671890258789,0.6290375590324402,-0.05516877770423889,0.0,0.6000030636787415,0.6552888751029968,-0.04521683230996132,0.0,0.5933293104171753,0.6982885003089905,-0.03632142022252083,0.0
